ordem_atributo,campo,tabela,variavel_id,variavel,unidade,categorias,categorias_ids,fonte,tema,campo_original,municipios_com_registro,valores_numericos,divulgacao,fonte_divulgacao,camada_anterior
812,saneamento_V04000067,6805,1000381,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,"Tipo de esgotamento sanitário: Rio, lago, córrego ou mar","[[""11558"", ""72114""]]",https://sidra.ibge.gov.br/tabela/6805,04_saneamento,V04000067,645,645,Censo Demográfico | Características dos Domicílios - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-caracteristicas-dos-domicilios,04_saneamento_01
813,saneamento_V04000068,6805,1000381,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,Tipo de esgotamento sanitário: Outra forma,"[[""11558"", ""72115""]]",https://sidra.ibge.gov.br/tabela/6805,04_saneamento,V04000068,645,645,Censo Demográfico | Características dos Domicílios - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-caracteristicas-dos-domicilios,04_saneamento_01
814,saneamento_V04000069,6805,1000381,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,Tipo de esgotamento sanitário: Vala,"[[""11558"", ""92858""]]",https://sidra.ibge.gov.br/tabela/6805,04_saneamento,V04000069,645,645,Censo Demográfico | Características dos Domicílios - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-caracteristicas-dos-domicilios,04_saneamento_01
815,saneamento_V04000070,6805,1000381,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,Tipo de esgotamento sanitário: Não tinham banheiro nem sanitário,"[[""11558"", ""92861""]]",https://sidra.ibge.gov.br/tabela/6805,04_saneamento,V04000070,645,645,Censo Demográfico | Características dos Domicílios - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-caracteristicas-dos-domicilios,04_saneamento_01
816,saneamento_V04000071,6805,381,Domicílios particulares permanentes ocupados,Unidades,"Tipo de esgotamento sanitário: Rede geral, rede pluvial ou fossa ligada à rede","[[""11558"", ""46290""]]",https://sidra.ibge.gov.br/tabela/6805,04_saneamento,V04000071,645,645,Censo Demográfico | Características dos Domicílios - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-caracteristicas-dos-domicilios,04_saneamento_01
817,saneamento_V04000072,6805,381,Domicílios particulares permanentes ocupados,Unidades,Tipo de esgotamento sanitário: Total,"[[""11558"", ""46292""]]",https://sidra.ibge.gov.br/tabela/6805,04_saneamento,V04000072,645,645,Censo Demográfico | Características dos Domicílios - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-caracteristicas-dos-domicilios,04_saneamento_01
818,saneamento_V04000073,6805,381,Domicílios particulares permanentes ocupados,Unidades,Tipo de esgotamento sanitário: Rede geral ou pluvial,"[[""11558"", ""72110""]]",https://sidra.ibge.gov.br/tabela/6805,04_saneamento,V04000073,645,645,Censo Demográfico | Características dos Domicílios - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-caracteristicas-dos-domicilios,04_saneamento_01
819,saneamento_V04000074,6805,381,Domicílios particulares permanentes ocupados,Unidades,Tipo de esgotamento sanitário: Fossa séptica ou fossa filtro ligada à rede,"[[""11558"", ""72111""]]",https://sidra.ibge.gov.br/tabela/6805,04_saneamento,V04000074,645,645,Censo Demográfico | Características dos Domicílios - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-caracteristicas-dos-domicilios,04_saneamento_01
820,saneamento_V04000075,6805,381,Domicílios particulares permanentes ocupados,Unidades,Tipo de esgotamento sanitário: Fossa séptica ou fossa filtro não ligada à rede,"[[""11558"", ""72112""]]",https://sidra.ibge.gov.br/tabela/6805,04_saneamento,V04000075,645,645,Censo Demográfico | Características dos Domicílios - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-caracteristicas-dos-domicilios,04_saneamento_01
821,saneamento_V04000076,6805,381,Domicílios particulares permanentes ocupados,Unidades,Tipo de esgotamento sanitário: Fossa rudimentar ou buraco,"[[""11558"", ""72113""]]",https://sidra.ibge.gov.br/tabela/6805,04_saneamento,V04000076,645,645,Censo Demográfico | Características dos Domicílios - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-caracteristicas-dos-domicilios,04_saneamento_01
822,saneamento_V04000077,6805,381,Domicílios particulares permanentes ocupados,Unidades,"Tipo de esgotamento sanitário: Rio, lago, córrego ou mar","[[""11558"", ""72114""]]",https://sidra.ibge.gov.br/tabela/6805,04_saneamento,V04000077,645,645,Censo Demográfico | Características dos Domicílios - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-caracteristicas-dos-domicilios,04_saneamento_01
823,saneamento_V04000078,6805,381,Domicílios particulares permanentes ocupados,Unidades,Tipo de esgotamento sanitário: Outra forma,"[[""11558"", ""72115""]]",https://sidra.ibge.gov.br/tabela/6805,04_saneamento,V04000078,645,645,Censo Demográfico | Características dos Domicílios - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-caracteristicas-dos-domicilios,04_saneamento_01
824,saneamento_V04000079,6805,381,Domicílios particulares permanentes ocupados,Unidades,Tipo de esgotamento sanitário: Vala,"[[""11558"", ""92858""]]",https://sidra.ibge.gov.br/tabela/6805,04_saneamento,V04000079,645,645,Censo Demográfico | Características dos Domicílios - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-caracteristicas-dos-domicilios,04_saneamento_01
825,saneamento_V04000080,6805,381,Domicílios particulares permanentes ocupados,Unidades,Tipo de esgotamento sanitário: Não tinham banheiro nem sanitário,"[[""11558"", ""92861""]]",https://sidra.ibge.gov.br/tabela/6805,04_saneamento,V04000080,645,645,Censo Demográfico | Características dos Domicílios - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-caracteristicas-dos-domicilios,04_saneamento_01
826,saneamento_V04000081,6806,1000381,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,"Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Total | Tipo de esgotamento sanitário: Rede geral, rede pluvial ou fossa ligada à rede","[[""458"", ""72117""], [""11558"", ""46290""]]",https://sidra.ibge.gov.br/tabela/6806,04_saneamento,V04000081,645,645,Censo Demográfico | Características dos Domicílios - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-caracteristicas-dos-domicilios,04_saneamento_01
827,saneamento_V04000082,6806,1000381,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Tinham banheiro de uso exclusivo do domicílio | Tipo de esgotamento sanitário: Total,"[[""458"", ""12032""], [""11558"", ""46292""]]",https://sidra.ibge.gov.br/tabela/6806,04_saneamento,V04000082,645,645,Censo Demográfico | Características dos Domicílios - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-caracteristicas-dos-domicilios,04_saneamento_01
828,saneamento_V04000083,6806,1000381,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Tinham banheiro de uso exclusivo do domicílio - 1 banheiro | Tipo de esgotamento sanitário: Total,"[[""458"", ""12033""], [""11558"", ""46292""]]",https://sidra.ibge.gov.br/tabela/6806,04_saneamento,V04000083,645,645,Censo Demográfico | Características dos Domicílios - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-caracteristicas-dos-domicilios,04_saneamento_01
829,saneamento_V04000084,6806,1000381,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Tinham banheiro de uso exclusivo do domicílio - 2 banheiros | Tipo de esgotamento sanitário: Total,"[[""458"", ""12034""], [""11558"", ""46292""]]",https://sidra.ibge.gov.br/tabela/6806,04_saneamento,V04000084,645,645,Censo Demográfico | Características dos Domicílios - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-caracteristicas-dos-domicilios,04_saneamento_01
830,saneamento_V04000085,6806,1000381,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Tinham banheiro de uso exclusivo do domicílio - 3 banheiros | Tipo de esgotamento sanitário: Total,"[[""458"", ""12035""], [""11558"", ""46292""]]",https://sidra.ibge.gov.br/tabela/6806,04_saneamento,V04000085,645,645,Censo Demográfico | Características dos Domicílios - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-caracteristicas-dos-domicilios,04_saneamento_01
831,saneamento_V04000086,6806,1000381,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Tinham banheiro de uso exclusivo do domicílio - 4 banheiros ou mais | Tipo de esgotamento sanitário: Total,"[[""458"", ""12036""], [""11558"", ""46292""]]",https://sidra.ibge.gov.br/tabela/6806,04_saneamento,V04000086,645,645,Censo Demográfico | Características dos Domicílios - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-caracteristicas-dos-domicilios,04_saneamento_01
832,saneamento_V04000087,6806,1000381,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Não tinham banheiro nem sanitário | Tipo de esgotamento sanitário: Total,"[[""458"", ""12046""], [""11558"", ""46292""]]",https://sidra.ibge.gov.br/tabela/6806,04_saneamento,V04000087,645,645,Censo Demográfico | Características dos Domicílios - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-caracteristicas-dos-domicilios,04_saneamento_01
833,saneamento_V04000088,6806,1000381,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Total | Tipo de esgotamento sanitário: Total,"[[""458"", ""72117""], [""11558"", ""46292""]]",https://sidra.ibge.gov.br/tabela/6806,04_saneamento,V04000088,645,645,Censo Demográfico | Características dos Domicílios - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-caracteristicas-dos-domicilios,04_saneamento_01
834,saneamento_V04000089,6806,1000381,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Apenas banheiro de uso comum a mais de um domicílio | Tipo de esgotamento sanitário: Total,"[[""458"", ""72118""], [""11558"", ""46292""]]",https://sidra.ibge.gov.br/tabela/6806,04_saneamento,V04000089,645,645,Censo Demográfico | Características dos Domicílios - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-caracteristicas-dos-domicilios,04_saneamento_01
835,saneamento_V04000090,6806,1000381,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,"Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno | Tipo de esgotamento sanitário: Total","[[""458"", ""72119""], [""11558"", ""46292""]]",https://sidra.ibge.gov.br/tabela/6806,04_saneamento,V04000090,645,645,Censo Demográfico | Características dos Domicílios - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-caracteristicas-dos-domicilios,04_saneamento_01
836,saneamento_V04000091,6806,1000381,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Total | Tipo de esgotamento sanitário: Rede geral ou pluvial,"[[""458"", ""72117""], [""11558"", ""72110""]]",https://sidra.ibge.gov.br/tabela/6806,04_saneamento,V04000091,645,645,Censo Demográfico | Características dos Domicílios - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-caracteristicas-dos-domicilios,04_saneamento_01
837,saneamento_V04000092,6806,1000381,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Total | Tipo de esgotamento sanitário: Fossa séptica ou fossa filtro ligada à rede,"[[""458"", ""72117""], [""11558"", ""72111""]]",https://sidra.ibge.gov.br/tabela/6806,04_saneamento,V04000092,645,645,Censo Demográfico | Características dos Domicílios - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-caracteristicas-dos-domicilios,04_saneamento_01
838,saneamento_V04000093,6806,1000381,Domicílios particulares permanentes ocupados - percentual do total geral,Percentual,Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio: Total | Tipo de esgotamento sanitário: Fossa séptica ou fossa filtro não ligada à rede,"[[""458"", ""72117""], [""11558"", ""72112""]]",https://sidra.ibge.gov.br/tabela/6806,04_saneamento,V04000093,645,645,Censo Demográfico | Características dos Domicílios - Resultados do Universo,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-caracteristicas-dos-domicilios,04_saneamento_01
